"promotion_code","user_name"
"B1M85Z3L3","A100280"
"B1GWHUJ53","A100280"
"B1XTSQ3X3","A100280"
"B15D3P3U3","A100280"
"B1N7WAB73","A100280"
"B1J1KWPG3","A100752"
"B1CWTNMZ3","A100752"
"B1HH344W3","A100752"
"B1UNUWAG3","A100752"
"B12RRD293","A100752"
"B135BDQR3","A101969"
"B1BRH5LW3","A101969"
"B1LDTJAT3","A101969"
"B1L3MBQC3","A101969"
"B19T3XN93","A101969"
"B1XCYBB23","A101987"
"B1DZF77W3","A101987"
"B1KAZB5L3","A101987"
"B1BUSE483","A101987"
"B17QXSFL3","A101987"
"B1DM7AMT3","A10263"
"B1FNTM3X3","A10263"
"B1ZEMMQL3","A10263"
"B1FMU19H3","A10263"
"B1R3B7WW3","A10263"
"B1FGYXNG3","A10282"
"B12MDTEW3","A10282"
"B1M4EUFJ3","A10282"
"B1RB291L3","A10282"
"B1Z9VURB3","A10282"
"B1WQDM8G3","A10283"
"B1Z7LZHH3","A10283"
"B1EP1WAD3","A10283"
"B1TDFZHR3","A10283"
"B1982QT83","A10283"
"B1L77HFH3","A10286"
"B1L5SVG13","A10286"
"B1M9Q1393","A10286"
"B1P9KQUW3","A10286"
"B197GZLP3","A10286"
"B1FT7AHT3","A102916"
"B1KNZZK33","A102916"
"B1VHRZ4F3","A102916"
"B17YTMEV3","A102916"
"B1WP8CFH3","A102916"
"B1VUV5DZ3","A10301"
"B1XNNDXA3","A10301"
"B1CASTD93","A10301"
"B1DVWW773","A10301"
"B1TDCEQU3","A10301"
"B1DXV27L3","A10316"
"B12F9PBA3","A10316"
"B1AFM3DR3","A10316"
"B1AJ9DKL3","A10316"
"B1LSR7CA3","A10316"
"B1LPQSZG3","A103379"
"B15X9X3P3","A103379"
"B1ZJEHK73","A103379"
"B1CBAQBP3","A103379"
"B1LWQA8W3","A103379"
"B1EB2YAL3","A103844"
"B1GRAWEW3","A103844"
"B1FRHFGM3","A103844"
"B1ZD2UJ83","A103844"
"B11DX2VX3","A103844"
"B1AM4HYB3","A104145"
"B1YWZ74K3","A104145"
"B1S7K3SY3","A104145"
"B1UYCX7J3","A104145"
"B1KMRJY13","A104145"
"B1DUEY933","A10422"
"B1JZSYQM3","A10422"
"B1JZ99TX3","A10422"
"B1QKG5MW3","A10422"
"B1R8WXKE3","A10422"
"B1PMRV3L3","A105139"
"B1CNXRY93","A105139"
"B1WW2Z243","A105139"
"B1X5VEPR3","A105139"
"B1H3CTEW3","A105139"
"B143EMGC3","A105141"
"B18FLFBL3","A105141"
"B1LGGNNB3","A105141"
"B1RY3Y3A3","A105141"
"B1UYXT7D3","A105141"
"B1E85US13","A105176"
"B1RN324K3","A105176"
"B1P7MRNC3","A105176"
"B1GFS4B53","A105176"
"B1VGDKHE3","A105176"
"B1TAHEU93","A10591"
"B1REQQ183","A10591"
"B1U9D3293","A10591"
"B1Z8LC4Z3","A10591"
"B1Z5A3K43","A10591"
"B1V489BZ3","A106513"
"B1EQGYTN3","A106513"
"B1K4PDSR3","A106513"
"B19QUB783","A106513"
"B1GPLRF23","A106513"
"B1X323WK3","A106581"
"B1KPGPWB3","A106581"
"B1NSRPBJ3","A106581"
"B1JLK2PV3","A106581"
"B1RZN4W53","A106581"
"B1PRRWPP3","A107534"
"B1Z55S3B3","A107534"
"B1FB2VAJ3","A107534"
"B1LRJWSK3","A107534"
"B1WPBW873","A107534"
"B1PUKLCB3","A108130"
"B17H1WSJ3","A108130"
"B1PDHSZA3","A108130"
"B145P8TY3","A108130"
"B11Z5JH83","A108130"
"B1ACKB3B3","A109225"
"B1P58K8Z3","A109225"
"B17SH7UR3","A109225"
"B157497P3","A109225"
"B154A17E3","A109225"
"B12BUS9L3","A109559"
"B1LH2JW13","A109559"
"B1NC7K8J3","A109559"
"B1BUZ8KQ3","A109559"
"B1AXJGLE3","A109559"
"B1KPCABQ3","A109605"
"B17JNMS33","A109605"
"B1X17KGT3","A109605"
"B1EFR2DW3","A109605"
"B1AZBE573","A109605"
"B1WEGRTE3","A10992"
"B1WWKKMA3","A10992"
"B1ZFXEE53","A10992"
"B1B7RLPF3","A10992"
"B193CVSN3","A10992"
"B1HTGJWV3","A11043"
"B1BD5ZEZ3","A11043"
"B1BPT1V13","A11043"
"B158KFBN3","A11043"
"B1ETYFP53","A11043"
"B1SX9RMW3","A11127"
"B1L5VSUU3","A11127"
"B1DJ3L1D3","A11127"
"B1PJSZLN3","A11127"
"B1M9W1VK3","A11127"
"B151FMCT3","A111469"
"B1PKRWMF3","A111469"
"B1YHHKG43","A111469"
"B15SGAUS3","A111469"
"B1YKPW4L3","A111469"
"B15VKSZE3","A11166"
"B1PWY7JE3","A11166"
"B1AMTV7S3","A11166"
"B1WVVPZ83","A11166"
"B1BWJGGQ3","A11166"
"B1VBJGKV3","A112278"
"B1Z8WFU43","A112278"
"B1FTKZMV3","A112278"
"B1R52CKW3","A112278"
"B1X72FCM3","A112278"
"B1R8CN2Y3","A112334"
"B15SLVEN3","A112334"
"B1E34RDL3","A112334"
"B1PHSRPB3","A112334"
"B1DRR7UM3","A112334"
"B1XLQR8X3","A112638"
"B1LTA7YH3","A112638"
"B14S37QE3","A112638"
"B1M8EJJ43","A112638"
"B1437FFG3","A112638"
"B1JDZKN33","A11282"
"B1TURUAJ3","A11282"
"B1T8GJ9L3","A11282"
"B1YNBLFK3","A11282"
"B1QBWXDP3","A11282"
"B1B5TCQ93","A11284"
"B1ZCHHQL3","A11284"
"B1ALGAXV3","A11284"
"B1HV8C253","A11284"
"B1LTS4FC3","A11284"
"B1UMJBFK3","A112924"
"B1GHMX153","A112924"
"B135YUQ23","A112924"
"B1J5M1SH3","A112924"
"B1MJXZ1J3","A112924"
"B17C8AMD3","A113202"
"B1TGYUXG3","A113202"
"B1WK234H3","A113202"
"B1ZSE2ZD3","A113202"
"B1UQW5DG3","A113202"
"B11VRSJJ3","A113277"
"B15J4YHK3","A113277"
"B1QWV1CA3","A113277"
"B1FANML33","A113277"
"B1S9CNTR3","A113277"
"B1QR1BDL3","A113678"
"B1FHA2SX3","A113678"
"B17LB7AP3","A113678"
"B1J8H3TX3","A113678"
"B19G4NGZ3","A113678"
"B15L8UGP3","A11545"
"B1WWKFMH3","A11545"
"B1RALM8V3","A11545"
"B1SUM4XH3","A11545"
"B1AYLV4C3","A11545"
"B1AND8SF3","A116126"
"B1LLEUYT3","A116126"
"B1QSXU7P3","A116126"
"B15F7BAS3","A116126"
"B1DNNELD3","A116126"
"B1ZMXYJY3","A116464"
"B1RUK4KY3","A116464"
"B1E22GGZ3","A116464"
"B1PJ2BRE3","A116464"
"B18R3RD83","A116464"
"B1ZRUTH43","A116758"
"B1494AH93","A116758"
"B1YQSP1R3","A116758"
"B1UADJLB3","A116758"
"B1XAG32C3","A116758"
"B1RP4T2X3","A118325"
"B1CJU35Z3","A118325"
"B1CY3BKV3","A118325"
"B19VGHKL3","A118325"
"B1BJNDXR3","A118325"
"B1MA52UL3","A11835"
"B1KCCKN53","A11835"
"B1QXBTBR3","A11835"
"B1GJEZ7L3","A11835"
"B12F1MBU3","A11835"
"B14RG8YF3","A118517"
"B14SXDW13","A118517"
"B197S2RD3","A118517"
"B171ETRF3","A118517"
"B1L1GTB53","A118517"
"B1NZVJRG3","A118660"
"B1DX7Y193","A118660"
