"promotion_code","user_name"
"B12ADTXJ3","A100280"
"B1QF3AAQ3","A100280"
"B1YVW9473","A100280"
"B17RL7VQ3","A100280"
"B19SVPMH3","A100280"
"B1N8YDVF3","A100752"
"B112L4BZ3","A100752"
"B1GADQ4Z3","A100752"
"B124T5QS3","A100752"
"B14ZYU5U3","A100752"
"B1URDVVJ3","A101969"
"B1REPPJY3","A101969"
"B1WNQD453","A101969"
"B1YLNPVB3","A101969"
"B14V2JVN3","A101969"
"B13JQGZ83","A101987"
"B1PXHBLF3","A101987"
"B1G798HF3","A101987"
"B13YKK2D3","A101987"
"B1VGB2VQ3","A101987"
"B1GPMPGZ3","A10263"
"B1WG21XE3","A10263"
"B1RU8MY83","A10263"
"B1ZGBBKY3","A10263"
"B1PZGHQ23","A10263"
"B1CM51EY3","A10282"
"B175NSYD3","A10282"
"B1B5TNKU3","A10282"
"B1Y5VQ173","A10282"
"B11V7B5N3","A10282"
"B1VL24ZJ3","A10283"
"B1SC7LCM3","A10283"
"B1CPB9UN3","A10283"
"B1PUY9PZ3","A10283"
"B1URZAYB3","A10283"
"B1CQY8LV3","A10286"
"B12YK9JU3","A10286"
"B1QQGV7C3","A10286"
"B1UBVMDN3","A10286"
"B14FABG43","A10286"
"B1B524K33","A102916"
"B1JT5VLF3","A102916"
"B1R9EBC93","A102916"
"B12RW3173","A102916"
"B1GYKA493","A102916"
"B1ND31YM3","A10301"
"B1XMPLFL3","A10301"
"B1VN9CA73","A10301"
"B1547QV93","A10301"
"B1BRTU7M3","A10301"
"B1M1LKKF3","A10316"
"B1GQ7ZJJ3","A10316"
"B1XXQJK93","A10316"
"B1DCXCBC3","A10316"
"B14J1PJK3","A10316"
"B1WGNGGB3","A103379"
"B1LVFEGK3","A103379"
"B1RLL1F53","A103379"
"B1VJ21JA3","A103379"
"B1HUMH7N3","A103379"
"B172XAPF3","A103844"
"B1TMJ8YZ3","A103844"
"B12V7JCF3","A103844"
"B1EXJSKM3","A103844"
"B1PF8DYB3","A103844"
"B1CCQPH23","A104145"
"B1Q48D8J3","A104145"
"B1YBXFKT3","A104145"
"B1993XG43","A104145"
"B17BUUCW3","A104145"
"B1KEUSJ53","A10422"
"B1HQ7B3L3","A10422"
"B1CZXMSR3","A10422"
"B1HESL3Q3","A10422"
"B15WUZJS3","A10422"
"B1LV4RTX3","A105139"
"B1FW9T7U3","A105139"
"B1A1RQTA3","A105139"
"B1WCBHLW3","A105139"
"B17KNQDD3","A105139"
"B11WM8TB3","A105141"
"B18MD3NA3","A105141"
"B14JE7483","A105141"
"B11YY7473","A105141"
"B1X5L9TP3","A105141"
"B1EV1YD13","A105176"
"B1C78BDJ3","A105176"
"B1XTW2MH3","A105176"
"B1AN3HMU3","A105176"
"B1SSK7GH3","A105176"
"B1EFYQTR3","A10591"
"B1F7VBT93","A10591"
"B1KWKLXW3","A10591"
"B19EJKYM3","A10591"
"B1GCH49J3","A10591"
"B1JQ3GWF3","A106513"
"B17U73M83","A106513"
"B1SMTD7Y3","A106513"
"B1WMCTKA3","A106513"
"B1N4NU543","A106513"
"B18XZ1943","A106581"
"B1RYEBVS3","A106581"
"B1FZX7WG3","A106581"
"B14SVNY23","A106581"
"B1QEWWHK3","A106581"
"B17XRN5G3","A107534"
"B1CGXZ5P3","A107534"
"B1KNV3283","A107534"
"B1HVPPKS3","A107534"
"B1UBLDXA3","A107534"
"B1GEBNJ13","A108130"
"B1X32PK33","A108130"
"B1LPP4NB3","A108130"
