"promotion_code","user_name"
"B1YX7U7R5","A100280"
"B1W18ECP5","A100280"
"B12YX45X5","A100280"
"B1D22VJK5","A100280"
"B13G8GFL5","A100280"
"B1Q1X7V55","A100752"
"B1UF9J8Q5","A100752"
"B1JP9G2V5","A100752"
"B1JCUPPP5","A100752"
"B1CLLFQY5","A100752"
"B15UV4QG5","A101969"
"B1XSW71U5","A101969"
"B1N1AT975","A101969"
"B1YCMGAP5","A101969"
"B1NV3F2X5","A101969"
"B1N75DXF5","A101987"
"B1U5M2915","A101987"
"B1A52JCW5","A101987"
"B1ZPPSMX5","A101987"
"B1U9TRY45","A101987"
"B1DM5NG25","A10263"
"B1VRT9MM5","A10263"
"B1UHNMG85","A10263"
"B1QBSHU35","A10263"
"B1VB9HL55","A10263"
"B1SQHJV35","A10282"
"B1S4JQ595","A10282"
"B1BSSC3W5","A10282"
"B1VLRPU25","A10282"
"B1C89BTW5","A10282"
"B1P7JAGL5","A10283"
"B1RUFBQ15","A10283"
"B1ZUVGP25","A10283"
"B1ZG33YT5","A10283"
"B11JV5C85","A10283"
"B1H17WMG5","A10286"
"B1RTHFFT5","A10286"
"B1T331KT5","A10286"
"B1W2H9NA5","A10286"
"B1J22CCY5","A10286"
"B123C1R25","A102916"
"B1MVGZGB5","A102916"
"B1UVXRDK5","A102916"
"B17N3PFU5","A102916"
"B1UG31KN5","A102916"
"B1SYNHV95","A10301"
"B1YTFA7M5","A10301"
"B12VMQGC5","A10301"
"B1QM8CVS5","A10301"
"B1EW7X1L5","A10301"
"B1KLU3855","A10316"
"B1H3ENDW5","A10316"
"B11AH8SS5","A10316"
"B1VLR4M25","A10316"
"B19FRAFD5","A10316"
"B1P5LMAM5","A103379"
"B1SJ5Z5B5","A103379"
"B1LPHFQV5","A103379"
"B12H39ZF5","A103379"
"B11K19VW5","A103379"
"B199QANU5","A103844"
"B1KQQCWL5","A103844"
"B1AE1WEW5","A103844"
"B188T14Y5","A103844"
"B1TG45UH5","A103844"
"B1EWF3XS5","A104145"
"B1FSNHCV5","A104145"
"B1GHCUNQ5","A104145"
"B1LQBJLW5","A104145"
"B1LEC4BW5","A104145"
"B1J8KB2C5","A10422"
"B1ZPJGY75","A10422"
"B1A2BKH95","A10422"
"B1HNS52T5","A10422"
"B1CDFX175","A10422"
"B13R8F425","A105139"
"B1VSUYY45","A105139"
"B11BM5ZP5","A105139"
"B1RV9ZKX5","A105139"
"B1A1XYWV5","A105139"
"B12Y1NTF5","A105141"
"B1DPPUDW5","A105141"
"B1975ZLJ5","A105141"
"B1QPNB1R5","A105141"
"B1FA5KGH5","A105141"
"B152WLM25","A105176"
"B1ULJQ9U5","A105176"
"B1YSDEFX5","A105176"
"B1EL52EP5","A105176"
"B1SXMQM35","A105176"
"B189ZCAC5","A10591"
"B12DHCXD5","A10591"
"B1VD875E5","A10591"
"B1XUZ9QN5","A10591"
"B1Y82MD75","A10591"
"B1GV4VQZ5","A106513"
"B1KVXLK55","A106513"
"B1KLAWUK5","A106513"
"B1CGSN385","A106513"
"B1NCMUNN5","A106513"
"B1NFM5XL5","A106581"
"B1BG3DW85","A106581"
"B1YHV4CE5","A106581"
"B14SALXT5","A106581"
"B14CYZDY5","A106581"
"B194WM925","A107534"
"B1XWJPPC5","A107534"
"B1CN3GGY5","A107534"
"B1XQX58G5","A107534"
"B1BH4TSR5","A107534"
"B1NVWHFJ5","A108130"
"B1K11J495","A108130"
"B15KRF1R5","A108130"
"B17GPMTR5","A108130"
"B19M5DJC5","A108130"
"B1AWUG2G5","A109225"
"B13RMRFA5","A109225"
"B1JD3U1B5","A109225"
"B17FPYHQ5","A109225"
"B1JBXP8K5","A109225"
"B1RSW7YU5","A109559"
"B1NLVVUM5","A109559"
"B1JCWJXZ5","A109559"
"B1JTAYDH5","A109559"
"B1WM84UN5","A109559"
"B1897MPW5","A109605"
"B1YXAV2J5","A109605"
"B1MSAQDJ5","A109605"
"B1QYBHU25","A109605"
"B1P7PGRD5","A109605"
"B1321PAK5","A10992"
"B1YE27SE5","A10992"
"B1ENDET25","A10992"
"B1SGF3GA5","A10992"
"B18HTJ7T5","A10992"
"B1AYJ4JF5","A11043"
"B18PCQUD5","A11043"
"B1ZETVCP5","A11043"
"B1JBANQY5","A11043"
"B19DUBT85","A11043"
"B1V5518B5","A11127"
"B1QQP2JR5","A11127"
"B19QTTQQ5","A11127"
"B1RC5YA95","A11127"
"B1V4J5T55","A11127"
"B1LEBVRZ5","A111469"
"B1DEDLQT5","A111469"
"B1BSHQMY5","A111469"
"B1U85AXB5","A111469"
"B1ZVCUCH5","A111469"
"B1L3CGT55","A11166"
"B13HB4J15","A11166"
"B1UE2BRT5","A11166"
"B1F2DRH85","A11166"
"B1Y912BN5","A11166"
"B1C9L22W5","A112278"
"B1LZBK9T5","A112278"
"B13H4ZUS5","A112278"
"B1NXTCEL5","A112278"
"B1H2BWR35","A112278"
"B1U947EA5","A112334"
"B1KHYXW95","A112334"
"B1K3KNEV5","A112334"
"B1LGTFC25","A112334"
"B1PTTZKF5","A112334"
"B14WDS2X5","A112638"
"B1UG1DU15","A112638"
"B1TGKBMR5","A112638"
"B17NJJHQ5","A112638"
"B17ELN3G5","A112638"
"B1JELVDK5","A11282"
"B1AAD48J5","A11282"
"B1U5JYMS5","A11282"
"B1RV94M85","A11282"
"B113CA535","A11282"
"B1RED8LU5","A11284"
"B12CL5FF5","A11284"
